Income,Age,Kidhome,Teenhome,marital_Single,marital_Divorced,marital_Widow,marital_Together,marital_Married,education_Basic,education_Graduation,education_Master,education_2n Cycle,education_PhD,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpOverall,MntWines,MntSweetProducts,MntFruits,MntMeatProducts,MntFishProducts,MntGoldProds,MntRegularProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_Days
16581.0,35,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,2,11,2,13,1,0,0,3,4,2692
63998.0,68,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,176,33,29,818,0,112,944,1056,1,7,6,11,4,2350
67381.0,69,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,815,0,8,53,11,70,817,887,4,2,2,9,7,2689
25930.0,53,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,2,4,7,11,1,1,0,2,7,2421
42693.0,42,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,4,20,6,16,25,41,1,1,0,3,5,2181
85606.0,44,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,717,30,42,864,219,84,1788,1872,2,6,7,9,3,2753
72903.0,35,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,3,1067,19,138,750,0,39,1935,1974,1,7,5,8,4,2402
49669.0,46,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,166,8,5,107,11,29,268,297,2,5,1,6,6,2195
36778.0,52,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,29,4,4,34,2,4,69,73,3,3,0,3,9,2852
85696.0,58,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,714,0,76,395,116,12,1289,1301,1,4,6,9,1,2581
10979.0,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,4,10,2,4,22,26,2,3,0,3,5,2197
49678.0,59,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,229,2,5,56,3,20,275,295,2,6,2,4,7,2671
56129.0,67,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,320,72,48,133,39,48,564,612,4,6,2,10,4,2533
37155.0,31,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,23,15,0,26,7,3,68,71,1,2,0,4,5,2673
21282.0,42,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,5,8,4,20,6,26,2,2,1,2,6,2208
33419.0,58,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56,0,0,12,0,18,50,68,2,2,0,4,7,2475
63285.0,75,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,508,38,124,249,50,134,835,969,1,6,5,13,3,2395
21255.0,46,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,2,0,25,2,3,55,58,4,2,1,4,4,2318
42162.0,39,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,46,4,7,59,2,27,91,118,2,3,1,3,6,2381
54450.0,64,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,454,19,0,171,8,32,620,652,12,9,2,8,8,2812
57744.0,66,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,350,0,3,39,0,19,373,392,2,9,1,4,8,2388
26576.0,34,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,10,0,0,8,0,9,9,18,1,1,0,2,9,2783
57513.0,77,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,735,20,40,183,52,30,1000,1030,2,9,3,13,6,2517
68142.0,56,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,897,112,126,196,91,37,1385,1422,3,10,4,7,6,2828
7500.0,41,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,3,5,8,13,1,1,0,2,8,2828
83145.0,46,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,777,137,35,731,39,114,1605,1719,1,5,9,11,2,2804
54197.0,60,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,162,13,6,37,6,13,211,224,2,1,3,6,1,2246
23091.0,57,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0,11,0,2,44,46,4,2,1,3,7,2191
46049.0,44,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,342,14,9,112,19,19,477,496,10,5,2,9,7,2502
56715.0,46,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,258,172,105,239,237,9,1002,1011,1,7,3,4,4,2730
79410.0,59,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,658,13,80,483,123,13,1344,1357,1,3,2,5,1,2190
57304.0,69,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,356,17,80,329,138,106,814,920,2,7,6,10,5,2634
44375.0,55,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,213,7,5,28,7,41,219,260,1,4,1,6,5,2257
54450.0,64,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,454,19,0,171,8,32,620,652,12,9,2,8,8,2812
59594.0,55,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,457,0,4,29,0,9,481,490,1,8,1,7,7,2776
80685.0,26,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,241,26,45,604,34,54,896,950,1,6,4,10,2,2835
40344.0,46,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,210,0,0,6,0,2,214,216,2,4,1,5,7,2418
62710.0,48,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,441,29,35,83,7,11,584,595,4,4,2,12,4,2561
48985.0,52,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,19,7,13,18,10,8,59,67,1,1,1,3,3,2518
35322.0,52,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,7,9,37,12,13,80,93,3,2,0,4,8,2835
77142.0,72,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,476,151,75,162,29,97,796,893,1,4,4,8,2,2555
81657.0,51,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,364,60,40,425,158,50,997,1047,1,3,4,8,1,2317
14421.0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,2,3,8,0,8,1,1,0,2,5,2291
20130.0,46,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,3,7,12,10,22,1,1,0,3,8,2263
74214.0,30,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,863,99,83,547,86,33,1645,1678,1,8,2,5,5,2831
66726.0,63,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,349,0,7,35,0,47,344,391,3,8,2,4,7,2327
23724.0,41,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,18,23,15,0,14,47,61,2,2,0,3,8,2696
47353.0,60,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,184,8,2,19,8,4,217,221,3,2,2,6,5,2387
33444.0,68,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,2,14,16,1,1,0,2,8,2762
54386.0,39,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,277,21,21,64,62,25,420,445,2,3,2,10,3,2567
28510.0,39,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44,4,5,19,0,19,53,72,3,2,0,4,5,2601
90638.0,29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1156,144,120,915,94,96,2333,2429,1,3,4,10,1,2295
48070.0,70,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,373,9,14,83,6,19,466,485,3,8,2,6,7,2691
43140.0,63,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,134,0,8,76,6,11,213,224,1,4,1,5,6,2699
54959.0,59,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1148,0,0,60,0,24,1184,1208,3,9,5,4,7,2685
15056.0,62,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,3,21,40,8,48,5,2,2,3,5,2581
26954.0,49,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,11,0,1,15,16,1,1,0,2,7,2211
22327.0,35,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,4,8,2,5,14,19,1,1,0,3,5,2490
44393.0,55,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,24,2,2,20,2,10,40,50,2,1,0,4,4,2470
62000.0,68,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,899,0,0,101,0,20,980,1000,1,6,6,13,4,2467
31497.0,58,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,108,1,1,28,13,4,147,151,2,3,1,4,8,2729
45894.0,46,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27,2,2,7,0,13,25,38,1,1,0,3,5,2281
78579.0,50,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,816,66,66,549,216,99,1614,1713,1,5,6,4,3,2713
67369.0,51,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1298,14,0,70,37,42,1377,1419,4,7,4,10,4,2748
58401.0,60,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,29,0,11,17,29,38,67,1,1,2,2,4,2229
62307.0,68,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,6,13,34,10,10,140,150,1,4,0,4,5,2291
43641.0,51,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,57,2,2,51,4,23,93,116,3,2,1,4,6,2592
63841.0,52,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,635,7,15,100,20,131,646,777,1,9,3,9,6,2593
46891.0,55,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,43,15,12,23,29,61,61,122,1,2,1,4,4,2460
70091.0,51,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,964,0,34,137,15,11,1139,1150,2,5,2,10,8,2614
78075.0,48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,572,35,8,259,34,80,828,908,1,3,5,5,1,2244
59184.0,59,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,341,151,142,113,259,66,940,1006,3,6,6,12,5,2817
54809.0,43,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,63,13,6,57,13,22,130,152,4,2,1,5,4,2450
58113.0,61,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,221,78,104,169,102,84,590,674,3,9,2,8,7,2679
51412.0,62,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,140,5,3,29,4,14,167,181,2,3,2,4,4,2339
15287.0,41,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,3,2,8,4,13,5,18,2,1,1,2,7,2786
66636.0,63,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,291,10,10,689,84,0,1084,1084,1,3,4,9,1,2475
50965.0,64,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,544,6,13,85,8,29,627,656,3,10,4,5,8,2653
84618.0,55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,684,66,100,801,21,0,1672,1672,1,6,9,10,2,2378
18351.0,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,12,9,0,7,29,36,1,2,0,3,7,2402
40451.0,63,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,35,0,0,4,0,10,29,39,1,1,1,2,5,2292
36317.0,55,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,87,2,3,25,3,13,107,120,2,3,0,4,7,2562
42213.0,63,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,309,3,3,24,4,20,323,343,2,5,1,7,7,2419
65748.0,65,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,172,78,73,93,95,34,477,511,2,2,4,10,1,2599
77044.0,48,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,625,34,38,242,50,76,913,989,2,7,11,11,4,2404
74918.0,51,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,972,19,59,913,25,59,1929,1988,1,5,9,6,3,2633
56721.0,48,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,157,13,6,39,6,75,146,221,5,4,1,5,6,2765
42160.0,45,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,48,15,9,45,3,20,100,120,4,2,1,4,6,2525
61559.0,55,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,279,14,83,88,32,34,462,496,1,4,2,10,3,2506
33629.0,57,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,132,0,0,16,0,4,144,148,5,3,1,4,9,2849
68682.0,29,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,919,30,0,505,99,45,1508,1553,1,4,9,10,2,2425
34377.0,57,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,1,0,22,3,26,62,88,2,2,2,2,7,2685
8940.0,34,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,45,3,4,42,17,59,3,3,1,3,8,2835
26228.0,47,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,3,9,7,16,1,1,0,2,8,2439
77297.0,63,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,408,122,61,109,48,41,707,748,1,5,7,9,4,2678
40211.0,39,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,51,1,1,7,2,25,37,62,2,2,1,2,8,2493
33438.0,62,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,2,1,16,3,6,78,84,4,2,1,4,5,2439
75032.0,61,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,952,12,12,180,47,12,1191,1203,2,5,4,9,3,2586
61284.0,65,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,618,7,15,106,20,45,721,766,1,11,2,8,6,2419
22518.0,34,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,11,2,7,12,2,27,7,34,2,2,1,2,5,2774
54730.0,45,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,318,7,3,17,4,56,293,349,5,4,1,8,4,2477
38452.0,65,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,14,0,2,68,70,3,3,0,3,7,2250
44421.0,49,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110,1,5,59,7,7,175,182,5,5,0,4,8,2658
38197.0,34,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23,1,0,11,2,3,34,37,1,1,0,3,5,2524
41986.0,42,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,3,5,8,8,12,39,51,3,3,0,4,4,2299
28427.0,37,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,3,3,19,3,6,40,46,2,2,0,3,8,2624
37395.0,44,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,1,0,9,0,11,17,28,1,1,0,3,6,2217
64722.0,49,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,303,147,0,280,60,15,775,790,4,8,2,11,6,2193
55249.0,64,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,97,0,1,19,2,11,108,119,1,2,1,4,3,2232
84906.0,48,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,3,997,30,15,414,99,76,1479,1555,1,5,6,12,2,2427
28691.0,31,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,8,4,26,30,1,1,0,3,8,2519
44213.0,68,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,4,11,35,0,7,138,145,4,2,1,5,6,2371
25707.0,36,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,2,3,3,15,18,1,1,0,3,7,2321
59062.0,53,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,1,12,3,9,53,62,2,2,0,3,4,2428
76624.0,58,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,411,115,106,147,54,66,767,833,1,5,10,7,1,2195
66000.0,73,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,244,0,51,270,101,45,621,666,1,1,3,5,1,2229
27683.0,42,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,152,12,9,121,12,45,261,306,4,6,2,4,8,2853
1730.0,49,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,6,7,15,0,0,0,20,2201
7500.0,28,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,26,17,18,8,40,39,79,4,3,2,2,9,2732
40521.0,52,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,4,13,17,1,0,1,2,5,2609
20427.0,47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,4,0,1,8,9,1,1,0,2,8,2256
65106.0,45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,790,0,19,133,12,19,935,954,3,8,3,13,6,2195
69969.0,55,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,2,882,29,29,514,38,44,1448,1492,1,4,2,6,3,2465
67433.0,68,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,615,48,28,259,12,30,932,962,4,6,5,13,4,2507
77766.0,53,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1004,59,59,265,115,27,1475,1502,2,11,10,11,6,2651
74716.0,48,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,133,195,27,421,13,71,718,789,2,7,3,5,4,2449
68118.0,57,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,595,23,23,123,10,154,620,774,2,8,9,4,6,2413
55158.0,50,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,293,11,0,87,4,23,372,395,4,7,2,5,7,2858
62972.0,65,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,313,0,15,47,20,192,203,395,2,7,4,3,6,2854
74190.0,45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,151,91,81,86,168,64,513,577,2,4,2,11,2,2207
39356.0,44,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,15,0,0,2,0,6,11,17,1,1,0,2,6,2261
76653.0,51,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,736,189,63,946,219,126,2027,2153,1,4,7,11,2,2476
35860.0,47,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,15,2,0,8,4,20,9,29,2,1,1,2,5,2200
90687.0,37,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,982,34,17,672,23,51,1677,1728,1,6,2,8,2,2562
73450.0,38,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,2,1142,69,51,415,90,37,1730,1767,1,7,8,11,3,2365
31454.0,60,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,9,30,39,3,2,0,3,8,2517
47139.0,68,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46,2,0,12,0,23,37,60,2,2,1,2,7,2274
83829.0,45,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,3,897,161,161,430,186,27,1808,1835,0,4,7,6,1,2423
53378.0,57,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,489,6,6,152,8,132,529,661,10,9,4,6,8,2802
19656.0,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,8,4,9,6,32,20,52,3,2,1,3,7,2665
45579.0,72,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,145,1,1,33,2,1,181,182,1,4,1,4,6,2472
85485.0,62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,630,18,26,611,44,54,1275,1329,1,6,6,6,2,2167
55956.0,76,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,760,9,38,104,50,38,923,961,2,7,3,4,4,2242
64191.0,57,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,420,38,15,186,151,15,795,810,3,5,3,13,3,2682
38808.0,48,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,125,19,17,52,3,30,186,216,4,5,1,4,8,2831
57183.0,54,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,464,0,5,64,7,70,470,540,8,9,1,7,8,2626
23748.0,52,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,15,6,29,12,8,60,68,3,2,1,3,8,2744
66303.0,49,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1090,12,12,96,16,60,1166,1226,4,3,4,11,8,2647
37368.0,45,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,2,11,2,10,10,20,1,1,0,2,6,2354
40800.0,56,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,24,30,0,27,8,10,79,89,2,3,0,3,7,2703
71847.0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,737,63,21,106,55,210,772,982,0,6,7,9,3,2805
46149.0,45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,254,0,6,71,4,27,308,335,5,5,1,7,5,2371
78687.0,37,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,817,55,185,687,145,241,1648,1889,1,4,6,8,2,2848
49118.0,49,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,620,98,54,239,99,119,991,1110,2,9,7,10,7,2839
37633.0,63,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,4,20,0,1,36,37,2,1,0,3,9,2806
39767.0,69,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,26,61,204,34,47,391,438,2,7,1,7,8,2502
26997.0,69,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,49,23,78,133,144,146,290,2,4,2,5,7,2760
33986.0,50,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,1,2,18,2,5,34,39,1,1,0,3,7,2631
57091.0,48,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,462,0,0,24,6,4,488,492,2,9,2,5,7,2742
46831.0,51,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,22,4,2,10,6,34,10,44,2,1,2,2,4,2545
83151.0,48,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,3,968,42,147,842,137,210,1926,2136,1,5,7,10,2,2663
52531.0,49,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,283,72,112,151,51,125,544,669,2,7,2,10,6,2705
15759.0,64,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,6,3,11,14,1,1,0,2,7,2456
22804.0,49,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,1,1,7,2,1,24,25,1,2,0,2,9,2492
43050.0,47,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,30,3,5,24,6,8,60,68,2,2,0,4,5,2262
42997.0,43,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,5,0,5,5,10,1,1,0,2,7,2363
48918.0,57,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,9,0,1,60,61,2,1,0,4,4,2237
60033.0,66,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,62,11,1,57,19,48,102,150,2,2,1,5,2,2251
34043.0,42,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,2,14,3,10,29,39,1,2,0,2,9,2406
57811.0,54,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,545,21,7,114,37,78,646,724,5,7,2,11,5,2529
78569.0,74,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,558,175,79,622,207,95,1546,1641,1,4,6,4,1,2289
7500.0,42,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,5,4,13,25,7,32,4,2,1,3,6,2708
94384.0,67,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,3,1111,45,24,790,160,172,1958,2130,0,5,8,5,2,2641
23148.0,35,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,6,8,6,10,17,27,1,2,0,3,7,2290
44267.0,50,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,183,5,5,65,3,49,212,261,5,5,2,4,9,2648
71626.0,41,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,546,145,72,376,94,72,1161,1233,1,5,5,8,3,2764
60894.0,54,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,606,0,7,155,10,54,724,778,5,10,3,8,7,2525
50200.0,44,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,266,6,6,51,8,64,273,337,6,7,1,5,8,2611
81051.0,55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,2,1142,29,29,249,38,14,1473,1487,1,5,5,12,2,2196
